CODGEO,Nb Pharmacies et parfumerie,Dynamique Entrepreneuriale,Dynamique Entrepreneuriale Service et Commerce,Synergie Médicale COMMUNE,Orientation Economique,Indice Fiscal Partiel,Score Fiscal,Indice Evasion Client,Score Evasion Client,Indice Synergie Médicale,Score Synergie Médicale,SEG Croissance POP,LIBGEO,REG,DEP,Nb Omnipraticiens BV,Nb Infirmiers Libéraux BV,Nb dentistes Libéraux BV,Nb pharmaciens Libéraux BV,Densité Médicale BV,Score équipement de santé BV,Indice Démographique,Score Démographique,Indice Ménages,Score Ménages,Population,Evolution Population,Evolution Pop %,Nb Ménages,Nb Résidences Principales,Nb propriétaire,Nb Logement,Nb Résidences Secondaires,Nb Log Vacants,Nb Occupants Résidence Principale,Nb Femme,Nb Homme,Nb Mineurs,Nb Majeurs,Nb Etudiants,Nb Entreprises Secteur Services,Nb Entreprises Secteur Commerce,Nb Entreprises Secteur Construction,Nb Entreprises Secteur Industrie,Nb Création Enteprises,Nb Création Industrielles,Nb Création Construction,Nb Création Commerces,Nb Création Services,Moyenne Revenus Fiscaux Départementaux,Moyenne Revenus Fiscaux Régionaux,Dep Moyenne Salaires Horaires,Dep Moyenne Salaires Cadre Horaires,Dep Moyenne Salaires Prof Intermédiaire Horaires,Dep Moyenne Salaires Employé Horaires,Dep Moyenne Salaires Ouvrié Horaires,Reg Moyenne Salaires Horaires,Reg Moyenne Salaires Cadre Horaires,Reg Moyenne Salaires Prof Intermédiaire Horaires,Reg Moyenne Salaires Employé Horaires,Reg Moyenne Salaires Ouvrié Horaires,Valeur ajoutée régionale,Urbanité Ruralité,Score Urbanité,Nb Atifs,Nb Actifs Salariés,Nb Actifs Non Salariés,Nb Logement Secondaire et Occasionnel,Nb Hotel,Capacité Hotel,Nb Camping,Capacité Camping,Dynamique Démographique BV,Taux étudiants,Taux Propriété,Dynamique Démographique INSEE,Capacité Fisc,Capacité Fiscale,Moyenne Revnus fiscaux,Taux Evasion Client,"Nb Education, santé, action sociale",Nb Services personnels et domestiques,"Nb Santé, action sociale",Nb Industries des biens intermédiaires,Nb de Commerce,Nb de Services aux particuliers,"Nb institution de Education, santé, action sociale, administration",PIB Régionnal,SEG Environnement Démographique Obsolète,Score Croissance Population,Score Croissance Entrepreneuriale,Score VA Région,Score PIB,Environnement Démographique,Fidélité,SYN MEDICAL,Seg Cap Fiscale,Seg Dyn Entre,DYN SetC,CP
68012,0,48,27,96,Bassin Industriel,116.65742,91.939,0,0,96.47759,0.11078,en croissance démographique,Aspach-le-Haut,42,68,32,29,20,20,0.086490111,4,68.4607,0.05283,54.54957,0.03259,1123,49,4,362,362,319,376,3,11,1122,1068,1116,1440,744,98,11,10,5,11,2,0,1,0,1,12258,11968,11.42,21.76,12.735,8.688333333,9.745,11.61785714,21.945,12.75928571,8.74,9.63,26472.26855,Com rurale < 2 000 m habts,0,483,441,42,3,0,0,0,0,1.Accroissement par excédent naturel et migratoire,0,84,-5,94,94,12113,0,3,3,3,2752,2955,851,4856,48389,Zone rurale en croissance démographique,72.95082,0.00346,9.05943,8.50002,Bassin Industriel en croissance démographique,Pop Sédentaire,Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,68
68013,0,29,16,66,Bassin Urbain,116.65742,91.939,0,0,66.32834,0.07074,en croissance démographique,Attenschwiller,42,68,12,12,6,6,1,1,50.96451,0.03933,47.61786,0.02845,836,-2,0,316,316,260,338,5,17,836,806,816,966,656,45,8,5,4,2,1,0,0,0,1,12258,11968,11.42,21.76,12.735,8.688333333,9.745,11.61785714,21.945,12.75928571,8.74,9.63,26472.26855,Com rurale < 2 000 m habts,0,399,369,30,5,0,0,0,0,Grande Ville,0,76,0,92,92,12113,0,0,1,0,2752,2955,851,4856,48389,Com rurale < 2 000 m habts en croissance démographique,71.31148,0.00173,9.05943,8.50002,Bassin Urbain en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,68
68014,0,27,24,53,Bassin Industriel,116.65742,91.939,124.22775,0.05311,53.26367,0.05339,en croissance démographique,Aubure,42,68,16,5,7,7,0.070063694,3,24.38493,0.01882,23.50755,0.01404,400,20,5,156,157,85,218,50,11,377,382,400,485,297,27,11,8,1,2,2,0,1,0,1,12258,11968,11.42,21.76,12.735,8.688333333,9.745,11.61785714,21.945,12.75928571,8.74,9.63,26472.26855,Com rurale < 2 000 m habts,0,197,184,13,50,0,0,1,70,1.Accroissement par excédent naturel et migratoire,0,38,-2,85,85,12113,1,0,0,3,2752,2955,851,4856,48389,Zone rurale en croissance démographique,73.36066,0.00346,9.05943,8.50002,Bassin Industriel en croissance démographique,Pop Mobile,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,68
68015,0,83,75,84,Bassin Urbain,116.65742,91.939,124.22775,0.05311,84.41789,0.09476,en croissance démographique,Baldersheim,42,68,12,12,6,6,1,1,134.42194,0.10372,120.85292,0.07219,2205,89,4,802,802,608,831,3,26,2205,2126,2178,2606,1698,213,25,33,11,14,5,0,1,2,2,12258,11968,11.42,21.76,12.735,8.688333333,9.745,11.61785714,21.945,12.75928571,8.74,9.63,26472.26855,Com > 200 m habts,87.5,1064,984,80,3,1,83,0,0,Grande Ville,0,73,-10,112,112,12113,1,6,6,5,2752,2955,851,4856,48389,Com > 200 m habts en croissance démographique,72.95082,0.02651,9.05943,8.50002,Bassin Urbain en croissance démographique,Pop Mobile,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,68
68016,0,29,19,65,Bassin Urbain,116.65742,91.939,0,0,65.32337,0.0694,en croissance démographique,Balgau,42,68,12,12,6,6,1,1,43.16133,0.0333,37.97374,0.02268,708,22,3,252,252,198,276,1,23,708,658,722,857,523,47,11,4,2,4,1,1,0,0,0,12258,11968,11.42,21.76,12.735,8.688333333,9.745,11.61785714,21.945,12.75928571,8.74,9.63,26472.26855,Com < 10 m habts,12.5,338,308,30,1,0,0,0,0,Grande Ville,0,71,-2,90,90,12113,0,3,0,1,2752,2955,851,4856,48389,Com < 10 m habts en croissance démographique,72.54098,0.00173,9.05943,8.50002,Bassin Urbain en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,68
68017,0,34,14,80,Bassin Résidentiel,116.65742,91.939,0,0,80.39799,0.08943,en croissance démographique,Ballersdorf,42,68,28,24,16,16,0.091183372,3,43.83191,0.03382,41.43959,0.02475,719,13,1,275,275,228,291,8,8,719,700,696,853,543,38,5,6,6,3,3,0,1,1,1,12258,11968,11.42,21.76,12.735,8.688333333,9.745,11.61785714,21.945,12.75928571,8.74,9.63,26472.26855,Com rurale < 2 000 m habts,0,307,287,20,8,0,0,0,0,1.Accroissement par excédent naturel et migratoire,0,78,0,89,89,12113,0,0,0,0,2752,2955,851,4856,48389,Zone rurale en croissance démographique,71.72131,0.01412,9.05943,8.50002,Bassin Résidentiel en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,68
68018,0,27,20,45,Bassin Industriel,116.65742,91.939,0,0,45.22387,0.04271,en croissance démographique,Balschwiller,42,68,9,7,5,5,0.062353336,2,46.45329,0.03584,39.48063,0.02358,762,29,3,262,262,208,282,4,16,762,722,762,927,557,54,9,7,1,3,2,0,0,0,2,12258,11968,11.42,21.76,12.735,8.688333333,9.745,11.61785714,21.945,12.75928571,8.74,9.63,26472.26855,Com rurale < 2 000 m habts,0,350,315,35,4,0,0,0,0,1.Accroissement par excédent naturel et migratoire,0,73,-2,90,90,12113,0,0,1,0,2752,2955,851,4856,48389,Zone rurale en croissance démographique,72.54098,0.00346,9.05943,8.50002,Bassin Industriel en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,68
68019,0,20,7,70,Bassin Urbain,116.65742,91.939,0,0,70.34824,0.07608,en croissance démographique,Baltzenheim,42,68,12,12,6,6,1,1,30.23732,0.02333,26.97341,0.01611,496,27,5,179,179,134,189,3,7,495,472,496,602,366,32,3,3,0,3,2,0,0,2,0,12258,11968,11.42,21.76,12.735,8.688333333,9.745,11.61785714,21.945,12.75928571,8.74,9.63,26472.26855,Com rurale < 2 000 m habts,0,261,247,14,3,0,0,0,0,Grande Ville,0,70,-3,87,87,12113,0,1,0,0,2752,2955,851,4856,48389,Com rurale < 2 000 m habts en croissance démographique,73.36066,0.02132,9.05943,8.50002,Bassin Urbain en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,68
68020,0,52,51,79,Bassin Urbain,116.65742,91.939,248.45549,0.10621,79.39301,0.08809,en croissance démographique,Bantzenheim,42,68,12,12,6,6,1,1,95.58893,0.07376,84.83815,0.05068,1568,4,0,563,562,455,596,9,25,1485,1598,1464,1798,1264,103,20,20,2,11,2,0,0,1,1,12258,11968,11.42,21.76,12.735,8.688333333,9.745,11.61785714,21.945,12.75928571,8.74,9.63,26472.26855,Com rurale < 2 000 m habts,0,679,628,51,9,2,39,1,50,Grande Ville,0,76,0,100,100,12113,2,3,5,4,2752,2955,851,4856,48389,Com rurale < 2 000 m habts en croissance démographique,71.31148,0.01239,9.05943,8.50002,Bassin Urbain en croissance démographique,Pop Mobile,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,68
68021,0,128,133,73,Bassin Résidentiel,116.65742,91.939,0,0,73.36317,0.08008,en croissance démographique,Bartenheim,42,68,13,3,7,7,0.054642977,3,177.5223,0.13698,169.52561,0.10127,2912,74,2,1125,1129,852,1222,16,77,2844,2836,2806,3362,2280,152,45,58,12,28,10,1,3,1,5,12258,11968,11.42,21.76,12.735,8.688333333,9.745,11.61785714,21.945,12.75928571,8.74,9.63,26472.26855,Com < 10 m habts,12.5,1413,1290,123,16,1,16,0,0,1.Accroissement par excédent naturel et migratoire,0,69,-7,123,123,12113,0,12,7,15,2752,2955,851,4856,48389,Zone rurale en croissance démographique,72.13115,0.02622,9.05943,8.50002,Bassin Résidentiel en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Bonne Dynamique Entreprise Serv et Com,68
68022,0,41,37,68,Bassin Urbain,116.65742,91.939,0,0,68.33829,0.07341,en croissance démographique,Battenheim,42,68,12,12,6,6,1,1,80.5922,0.06219,72.48162,0.0433,1322,13,0,481,481,410,496,4,11,1320,1296,1298,1592,1002,83,15,14,3,6,2,0,2,0,0,12258,11968,11.42,21.76,12.735,8.688333333,9.745,11.61785714,21.945,12.75928571,8.74,9.63,26472.26855,Com rurale < 2 000 m habts,0,629,580,49,4,1,15,0,0,Grande Ville,0,82,0,99,99,12113,0,1,2,1,2752,2955,851,4856,48389,Com rurale < 2 000 m habts en croissance démographique,71.31148,0.00346,9.05943,8.50002,Bassin Urbain en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,68
68023,0,53,56,54,Bassin Industriel,116.65742,91.939,124.22775,0.05311,54.26864,0.05472,en croissance démographique,Beblenheim,42,68,16,5,7,7,0.070063694,3,57.48748,0.04436,51.83716,0.03097,943,-33,-3,344,346,251,401,14,41,888,1010,840,1101,749,56,17,26,4,8,2,0,0,0,2,12258,11968,11.42,21.76,12.735,8.688333333,9.745,11.61785714,21.945,12.75928571,8.74,9.63,26472.26855,Com < 10 m habts,12.5,422,335,87,14,2,30,0,0,1.Accroissement par excédent naturel et migratoire,0,62,3,92,92,12113,1,2,1,3,2752,2955,851,4856,48389,Zone rurale en croissance démographique,70.08197,0.00346,9.05943,8.50002,Bassin Industriel en croissance démographique,Pop Mobile,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,68
68024,0,16,8,46,Bassin Industriel,116.65742,91.939,0,0,46.22884,0.04405,en croissance démographique,Bellemagny,42,68,9,7,5,5,0.062353336,2,10.79033,0.00833,5.42482,0.00324,177,-25,-14,36,36,24,39,3,0,87,212,138,194,156,5,5,2,0,0,1,0,0,0,1,12258,11968,11.42,21.76,12.735,8.688333333,9.745,11.61785714,21.945,12.75928571,8.74,9.63,26472.26855,Com rurale < 2 000 m habts,0,41,33,8,3,0,0,0,0,1.Accroissement par excédent naturel et migratoire,0,61,3,81,81,12113,0,0,1,2,2752,2955,851,4856,48389,Zone rurale en croissance démographique,65.57377,0.00173,9.05943,8.50002,Bassin Industriel en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,68
68025,0,15,3,37,Bassin Résidentiel,116.65742,91.939,124.22775,0.05311,37.18407,0.03203,en croissance démographique,Bendorf,42,68,8,4,2,2,0.051961113,2,12.31439,0.0095,10.69895,0.00639,202,2,0,71,71,64,92,14,7,202,188,206,244,150,13,3,0,0,1,1,1,0,0,0,12258,11968,11.42,21.76,12.735,8.688333333,9.745,11.61785714,21.945,12.75928571,8.74,9.63,26472.26855,Com rurale < 2 000 m habts,0,92,84,8,14,0,0,1,61,1.Accroissement par excédent naturel et migratoire,0,69,0,82,82,12113,1,0,0,0,2752,2955,851,4856,48389,Zone rurale en croissance démographique,71.31148,0.00173,9.05943,8.50002,Bassin Résidentiel en croissance démographique,Pop Mobile,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,68
68026,0,126,62,65,Bassin Industriel,116.65742,91.939,0,0,65.32337,0.0694,en croissance démographique,Bennwihr,42,68,16,5,7,7,0.070063694,3,68.21685,0.05264,65.09783,0.03889,1119,36,3,432,432,299,470,19,19,1121,1114,1058,1306,866,47,28,21,12,47,6,1,1,3,1,12258,11968,11.42,21.76,12.735,8.688333333,9.745,11.61785714,21.945,12.75928571,8.74,9.63,26472.26855,Com < 10 m habts,12.5,510,397,113,19,0,0,0,0,1.Accroissement par excédent naturel et migratoire,0,63,-4,95,95,12113,0,4,2,3,2752,2955,851,4856,48389,Zone rurale en croissance démographique,72.54098,0.03717,9.05943,8.50002,Bassin Industriel en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Faible Dynamique Serv et Com,68
68027,0,18,7,77,Bassin Résidentiel,116.65742,91.939,0,0,77.38306,0.08542,en croissance démographique,Berentzwiller,42,68,28,24,16,16,0.091183372,3,19.08121,0.01472,16.12377,0.00963,313,9,2,107,107,93,119,6,6,313,306,298,370,234,19,3,3,0,2,0,0,0,0,0,12258,11968,11.42,21.76,12.735,8.688333333,9.745,11.61785714,21.945,12.75928571,8.74,9.63,26472.26855,Com rurale < 2 000 m habts,0,140,130,10,6,0,0,0,0,1.Accroissement par excédent naturel et migratoire,0,78,0,84,84,12113,0,0,0,0,2752,2955,851,4856,48389,Zone rurale en croissance démographique,72.13115,0,9.05943,8.50002,Bassin Résidentiel en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,68
68028,0,92,91,66,Bassin Industriel,116.65742,91.939,124.22775,0.05311,66.32834,0.07074,en croissance démographique,Bergheim,42,68,16,5,7,7,0.070063694,3,111.56106,0.08608,100.50985,0.06004,1830,-48,-2,667,669,497,771,43,59,1762,1882,1696,2177,1401,107,34,37,10,17,5,0,0,3,2,12258,11968,11.42,21.76,12.735,8.688333333,9.745,11.61785714,21.945,12.75928571,8.74,9.63,26472.26855,Com rurale < 2 000 m habts,0,830,714,116,43,2,27,0,0,1.Accroissement par excédent naturel et migratoire,0,64,4,105,105,12113,1,10,1,9,2752,2955,851,4856,48389,Zone rurale en croissance démographique,70.4918,0.03545,9.05943,8.50002,Bassin Industriel en croissance démographique,Pop Mobile,Faible Synergie Médicale,Fiscalité moyenne,Moyenne dynamique,Dynamique Serv et Com,68
68029,0,41,34,99,Bassin Résidentiel,116.65742,91.939,0,0,99.49251,0.11478,en croissance démographique,Bergholtz,42,68,42,24,21,21,0.081796849,3,61.57195,0.04751,53.19337,0.03178,1010,29,2,353,353,293,375,6,16,1008,992,980,1209,763,78,14,13,5,4,3,0,0,2,1,12258,11968,11.42,21.76,12.735,8.688333333,9.745,11.61785714,21.945,12.75928571,8.74,9.63,26472.26855,Com rurale < 2 000 m habts,0,486,439,47,6,0,0,0,0,1.Accroissement par excédent naturel et migratoire,0,78,-2,94,94,12113,0,3,1,4,2752,2955,851,4856,48389,Zone rurale en croissance démographique,72.13115,0.02305,9.05943,8.50002,Bassin Résidentiel en croissance démographique,Pop Sédentaire,Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,68
