CODGEO,Nb Pharmacies et parfumerie,Dynamique Entrepreneuriale,Dynamique Entrepreneuriale Service et Commerce,Synergie Médicale COMMUNE,Orientation Economique,Indice Fiscal Partiel,Score Fiscal,Indice Evasion Client,Score Evasion Client,Indice Synergie Médicale,Score Synergie Médicale,SEG Croissance POP,LIBGEO,REG,DEP,Nb Omnipraticiens BV,Nb Infirmiers Libéraux BV,Nb dentistes Libéraux BV,Nb pharmaciens Libéraux BV,Densité Médicale BV,Score équipement de santé BV,Indice Démographique,Score Démographique,Indice Ménages,Score Ménages,Population,Evolution Population,Evolution Pop %,Nb Ménages,Nb Résidences Principales,Nb propriétaire,Nb Logement,Nb Résidences Secondaires,Nb Log Vacants,Nb Occupants Résidence Principale,Nb Femme,Nb Homme,Nb Mineurs,Nb Majeurs,Nb Etudiants,Nb Entreprises Secteur Services,Nb Entreprises Secteur Commerce,Nb Entreprises Secteur Construction,Nb Entreprises Secteur Industrie,Nb Création Enteprises,Nb Création Industrielles,Nb Création Construction,Nb Création Commerces,Nb Création Services,Moyenne Revenus Fiscaux Départementaux,Moyenne Revenus Fiscaux Régionaux,Dep Moyenne Salaires Horaires,Dep Moyenne Salaires Cadre Horaires,Dep Moyenne Salaires Prof Intermédiaire Horaires,Dep Moyenne Salaires Employé Horaires,Dep Moyenne Salaires Ouvrié Horaires,Reg Moyenne Salaires Horaires,Reg Moyenne Salaires Cadre Horaires,Reg Moyenne Salaires Prof Intermédiaire Horaires,Reg Moyenne Salaires Employé Horaires,Reg Moyenne Salaires Ouvrié Horaires,Valeur ajoutée régionale,Urbanité Ruralité,Score Urbanité,Nb Atifs,Nb Actifs Salariés,Nb Actifs Non Salariés,Nb Logement Secondaire et Occasionnel,Nb Hotel,Capacité Hotel,Nb Camping,Capacité Camping,Dynamique Démographique BV,Taux étudiants,Taux Propriété,Dynamique Démographique INSEE,Capacité Fisc,Capacité Fiscale,Moyenne Revnus fiscaux,Taux Evasion Client,"Nb Education, santé, action sociale",Nb Services personnels et domestiques,"Nb Santé, action sociale",Nb Industries des biens intermédiaires,Nb de Commerce,Nb de Services aux particuliers,"Nb institution de Education, santé, action sociale, administration",PIB Régionnal,SEG Environnement Démographique Obsolète,Score Croissance Population,Score Croissance Entrepreneuriale,Score VA Région,Score PIB,Environnement Démographique,Fidélité,SYN MEDICAL,Seg Cap Fiscale,Seg Dyn Entre,DYN SetC,CP
32013,0,1453,2257,573,Bassin Résidentiel,109.67825,76.33987,869.59423,0.37175,575.8506,0.74743,en croissance démographique,Auch,73,32,55,62,40,40,0.144485417,4,1335.74559,1.03069,1549.23805,0.92546,21911,178,0,10281,10276,4487,11313,279,758,21012,23042,19890,25147,17785,1772,1003,755,115,226,100,2,14,29,55,11408,11252,10.2,19.81,11.74,8.47,8.34,11.29585492,21.01709845,12.35181347,8.61865285,8.921243523,33631.55025,Com < 50 m habts,50,8833,7824,1009,279,5,171,1,45,4.Déclin par déficit naturel et migratoire,0,39,0,355,355,11330,7,268,82,320,1935,3711,1222,7638,71295,Zone rurale en déclin démographique,71.31148,0.43198,11.82517,13.13235,Bassin Résidentiel en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Bonne Dynamique Entreprise Serv et Com,32
32014,0,16,1,46,Bassins Agroalimentaire,109.67825,76.33987,0,0,46.22884,0.04405,en croissance démographique,Augnax,73,32,5,5,2,2,0.127723768,3,3.47485,0.00268,3.76724,0.00225,57,-3,-6,25,25,22,31,3,3,56,66,48,66,48,3,1,0,0,0,0,0,0,0,0,11408,11252,10.2,19.81,11.74,8.47,8.34,11.29585492,21.01709845,12.35181347,8.61865285,8.921243523,33631.55025,Com rurale < 2 000 m habts,0,21,15,6,3,0,0,0,0,3.Accroissement par excédent migratoire,0,70,0,80,80,11330,0,0,0,0,1935,3711,1222,7638,71295,Zone rurale en croissance démographique,68.85246,0,11.82517,13.13235,Bassins Agroalimentaire en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,32
32015,0,17,3,44,Bassins Agroalimentaire,109.67825,76.33987,0,0,44.21889,0.04138,en croissance démographique,Aujan-Mournède,73,32,6,5,2,2,0.11565538,2,6.52297,0.00503,5.7262,0.00342,107,-9,-8,38,37,29,45,4,4,106,100,108,116,92,3,2,1,0,0,0,0,0,0,0,11408,11252,10.2,19.81,11.74,8.47,8.34,11.29585492,21.01709845,12.35181347,8.61865285,8.921243523,33631.55025,Com rurale < 2 000 m habts,0,37,23,14,4,0,0,0,0,5.Déclin par déficit naturel,0,64,1,81,81,11330,0,0,0,0,1935,3711,1222,7638,71295,Zone rurale en déclin démographique,68.03279,0,11.82517,13.13235,Bassins Agroalimentaire en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,32
32016,0,21,8,80,Bassin Résidentiel,109.67825,76.33987,0,0,80.39799,0.08943,en croissance démographique,Auradé,73,32,14,28,12,12,0.15822997,4,23.65338,0.01825,22.00066,0.01314,388,-1,0,146,146,117,186,14,26,388,372,382,448,306,25,4,3,1,0,2,0,1,1,0,11408,11252,10.2,19.81,11.74,8.47,8.34,11.29585492,21.01709845,12.35181347,8.61865285,8.921243523,33631.55025,Com rurale < 2 000 m habts,0,156,120,36,14,0,0,0,0,1.Accroissement par excédent naturel et migratoire,0,62,0,85,85,11330,0,1,0,1,1935,3711,1222,7638,71295,Zone rurale en croissance démographique,71.31148,0.01239,11.82517,13.13235,Bassin Résidentiel en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,32
32017,0,21,5,73,Bassin Résidentiel,109.67825,76.33987,0,0,73.36317,0.08008,en croissance démographique,Aurensan,73,32,23,16,11,11,0.126718069,4,7.86414,0.00607,6.78102,0.00405,129,-13,-10,45,45,41,60,6,9,129,120,134,141,113,4,3,1,1,1,0,0,0,0,0,11408,11252,10.2,19.81,11.74,8.47,8.34,11.29585492,21.01709845,12.35181347,8.61865285,8.921243523,33631.55025,Com rurale < 2 000 m habts,0,65,38,27,6,0,0,0,0,5.Déclin par déficit naturel,0,68,1,82,82,11330,0,0,0,0,1935,3711,1222,7638,71295,Zone rurale en déclin démographique,67.21311,0,11.82517,13.13235,Bassin Résidentiel en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,32
32018,0,21,3,62,Bassins Agroalimentaire,109.67825,76.33987,0,0,62.30844,0.0654,en croissance démographique,Aurimont,73,32,8,10,7,7,0.169292658,4,8.10799,0.00626,7.53447,0.0045,133,-7,-5,50,50,45,63,9,4,134,138,122,151,109,6,3,0,0,3,0,0,0,0,0,11408,11252,10.2,19.81,11.74,8.47,8.34,11.29585492,21.01709845,12.35181347,8.61865285,8.921243523,33631.55025,Com rurale < 2 000 m habts,0,54,32,22,9,0,0,0,0,5.Déclin par déficit naturel,0,71,0,81,81,11330,0,0,1,0,1935,3711,1222,7638,71295,Zone rurale en déclin démographique,69.2623,0,11.82517,13.13235,Bassins Agroalimentaire en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,32
32019,0,32,12,148,Bassin Résidentiel,109.67825,76.33987,0,0,148.73628,0.18018,en croissance démographique,Auterive,73,32,55,62,40,40,0.144485417,4,30.96886,0.0239,28.32961,0.01692,508,3,0,188,187,158,210,4,19,506,492,500,595,397,23,5,5,5,1,2,0,1,0,1,11408,11252,10.2,19.81,11.74,8.47,8.34,11.29585492,21.01709845,12.35181347,8.61865285,8.921243523,33631.55025,Com rurale < 2 000 m habts,0,231,196,35,4,0,0,0,0,4.Déclin par déficit naturel et migratoire,0,75,0,87,87,11330,0,0,0,0,1935,3711,1222,7638,71295,Zone rurale en déclin démographique,71.31148,0.00346,11.82517,13.13235,Bassin Résidentiel en croissance démographique,Pop Sédentaire,Forte Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,32
32020,0,22,7,48,Bassins Agroalimentaire,109.67825,76.33987,0,0,48.23879,0.04671,en croissance démographique,Aux-Aussat,73,32,5,5,3,3,0.132752263,3,12.25343,0.00946,12.50722,0.00747,201,-4,-1,83,83,63,111,22,6,201,192,198,224,166,11,2,4,1,1,2,0,2,0,0,11408,11252,10.2,19.81,11.74,8.47,8.34,11.29585492,21.01709845,12.35181347,8.61865285,8.921243523,33631.55025,Com rurale < 2 000 m habts,0,61,34,27,22,0,0,0,0,5.Déclin par déficit naturel,0,56,0,82,82,11330,0,0,0,0,1935,3711,1222,7638,71295,Zone rurale en déclin démographique,70.90164,0.00346,11.82517,13.13235,Bassins Agroalimentaire en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,32
32021,0,22,5,46,Bassins Agroalimentaire,109.67825,76.33987,0,0,46.22884,0.04405,en croissance démographique,Avensac,73,32,5,5,2,2,0.127723768,3,2.92619,0.00226,3.16448,0.00189,48,-3,-6,21,20,15,42,14,8,48,50,44,54,40,0,2,2,2,0,0,0,0,0,0,11408,11252,10.2,19.81,11.74,8.47,8.34,11.29585492,21.01709845,12.35181347,8.61865285,8.921243523,33631.55025,Com rurale < 2 000 m habts,0,16,9,7,14,0,0,0,0,3.Accroissement par excédent migratoire,0,35,0,80,80,11330,0,0,0,0,1935,3711,1222,7638,71295,Zone rurale en croissance démographique,68.85246,0,11.82517,13.13235,Bassins Agroalimentaire en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,32
32022,0,22,2,59,Bassins Agroalimentaire,109.67825,76.33987,0,0,59.29352,0.0614,en croissance démographique,Avéron-Bergelle,73,32,12,16,4,4,0.133422729,4,10.72937,0.00828,11.4524,0.00684,176,-12,-6,76,76,58,108,7,25,176,168,174,193,149,4,1,1,0,4,0,0,0,0,0,11408,11252,10.2,19.81,11.74,8.47,8.34,11.29585492,21.01709845,12.35181347,8.61865285,8.921243523,33631.55025,Com rurale < 2 000 m habts,0,57,32,25,7,0,0,0,0,4.Déclin par déficit naturel et migratoire,0,53,1,81,81,11330,0,0,0,0,1935,3711,1222,7638,71295,Zone rurale en déclin démographique,68.85246,0,11.82517,13.13235,Bassins Agroalimentaire en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,32
32023,0,20,2,74,Bassin Résidentiel,109.67825,76.33987,0,0,74.36814,0.08142,en croissance démographique,Avezan,73,32,20,23,10,10,0.158565203,4,5.12084,0.00395,4.52068,0.0027,84,0,0,30,30,24,47,11,6,84,82,84,94,72,6,2,0,1,1,0,0,0,0,0,11408,11252,10.2,19.81,11.74,8.47,8.34,11.29585492,21.01709845,12.35181347,8.61865285,8.921243523,33631.55025,Com rurale < 2 000 m habts,0,35,18,17,11,0,0,0,0,5.Déclin par déficit naturel,0,51,0,81,81,11330,0,0,0,0,1935,3711,1222,7638,71295,Zone rurale en déclin démographique,71.31148,0,11.82517,13.13235,Bassin Résidentiel en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,32
32024,0,19,5,74,Bassin Résidentiel,109.67825,76.33987,0,0,74.36814,0.08142,en croissance démographique,Ayguetinte,73,32,19,18,12,12,0.128059001,4,9.26627,0.00715,9.49343,0.00567,152,-6,-4,63,63,49,84,9,12,152,146,154,176,124,11,2,2,0,1,0,0,0,0,0,11408,11252,10.2,19.81,11.74,8.47,8.34,11.29585492,21.01709845,12.35181347,8.61865285,8.921243523,33631.55025,Com rurale < 2 000 m habts,0,54,34,20,9,0,0,0,0,4.Déclin par déficit naturel et migratoire,0,58,0,81,81,11330,0,0,0,0,1935,3711,1222,7638,71295,Zone rurale en déclin démographique,69.67213,0,11.82517,13.13235,Bassin Résidentiel en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,32
32025,0,21,3,61,Bassins Agroalimentaire,109.67825,76.33987,0,0,61.30347,0.06407,en croissance démographique,Ayzieu,73,32,11,16,6,6,0.136104593,4,8.96146,0.00691,8.73999,0.00522,147,-9,-6,58,58,47,89,2,29,147,140,154,174,120,6,2,1,1,1,0,0,0,0,0,11408,11252,10.2,19.81,11.74,8.47,8.34,11.29585492,21.01709845,12.35181347,8.61865285,8.921243523,33631.55025,Com rurale < 2 000 m habts,0,49,26,23,2,0,0,0,0,5.Déclin par déficit naturel,0,52,1,81,81,11330,0,0,0,0,1935,3711,1222,7638,71295,Zone rurale en déclin démographique,68.85246,0,11.82517,13.13235,Bassins Agroalimentaire en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,32
32026,0,20,2,74,Bassin Résidentiel,109.67825,76.33987,0,0,74.36814,0.08142,en croissance démographique,Bajonnette,73,32,20,23,10,10,0.158565203,4,5.60853,0.00433,5.42482,0.00324,92,-5,-5,36,36,26,43,4,3,92,88,96,105,79,6,1,1,0,2,0,0,0,0,0,11408,11252,10.2,19.81,11.74,8.47,8.34,11.29585492,21.01709845,12.35181347,8.61865285,8.921243523,33631.55025,Com rurale < 2 000 m habts,0,35,16,19,4,0,0,0,0,5.Déclin par déficit naturel,0,60,0,81,81,11330,0,0,0,0,1935,3711,1222,7638,71295,Zone rurale en déclin démographique,69.2623,0,11.82517,13.13235,Bassin Résidentiel en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,32
32027,0,78,53,82,Bassin Résidentiel,109.67825,76.33987,0,0,82.40794,0.09209,en croissance démographique,Barcelonne-du-Gers,73,32,23,16,11,11,0.126718069,4,79.43391,0.06129,80.92022,0.04834,1303,-21,-1,537,538,389,606,40,28,1303,1320,1230,1526,1024,93,24,18,12,13,4,0,0,1,3,11408,11252,10.2,19.81,11.74,8.47,8.34,11.29585492,21.01709845,12.35181347,8.61865285,8.921243523,33631.55025,Com < 10 m habts,25,478,384,94,40,0,0,0,0,5.Déclin par déficit naturel,0,64,1,95,95,11330,0,5,2,3,1935,3711,1222,7638,71295,Zone rurale en déclin démographique,70.90164,0.01585,11.82517,13.13235,Bassin Résidentiel en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,32
32028,0,20,3,45,Bassins Agroalimentaire,109.67825,76.33987,0,0,45.22387,0.04271,en croissance démographique,Barcugnan,73,32,3,10,2,2,0.116661079,2,8.71761,0.00673,9.04137,0.0054,143,-16,-11,60,60,46,66,5,1,143,118,164,161,121,2,2,1,0,2,0,0,0,0,0,11408,11252,10.2,19.81,11.74,8.47,8.34,11.29585492,21.01709845,12.35181347,8.61865285,8.921243523,33631.55025,Com rurale < 2 000 m habts,0,55,25,30,5,0,0,0,0,5.Déclin par déficit naturel,0,69,1,81,81,11330,0,0,0,0,1935,3711,1222,7638,71295,Zone rurale en déclin démographique,66.80328,0,11.82517,13.13235,Bassins Agroalimentaire en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,32
32029,0,39,25,152,Bassin Résidentiel,109.67825,76.33987,0,0,152.75618,0.18552,en croissance démographique,Barran,73,32,55,62,40,40,0.144485417,4,40.84476,0.03152,39.63132,0.02367,670,0,0,263,263,179,343,18,62,671,646,658,786,518,38,15,5,3,5,4,0,2,0,2,11408,11252,10.2,19.81,11.74,8.47,8.34,11.29585492,21.01709845,12.35181347,8.61865285,8.921243523,33631.55025,Com rurale < 2 000 m habts,0,270,203,67,18,0,0,0,0,4.Déclin par déficit naturel et migratoire,0,52,0,88,88,11330,0,5,1,4,1935,3711,1222,7638,71295,Zone rurale en déclin démographique,71.31148,0.00692,11.82517,13.13235,Bassin Résidentiel en croissance démographique,Pop Sédentaire,Forte Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,32
32030,0,22,3,64,Bassin Résidentiel,109.67825,76.33987,0,0,64.31839,0.06807,en croissance démographique,Bars,73,32,16,23,5,5,0.137110292,4,8.47376,0.00654,7.38378,0.00441,139,-7,-5,49,49,38,56,1,6,139,134,142,169,107,8,2,1,1,2,0,0,0,0,0,11408,11252,10.2,19.81,11.74,8.47,8.34,11.29585492,21.01709845,12.35181347,8.61865285,8.921243523,33631.55025,Com rurale < 2 000 m habts,0,54,30,24,1,0,0,0,0,5.Déclin par déficit naturel,0,67,0,81,81,11330,0,0,0,0,1935,3711,1222,7638,71295,Zone rurale en déclin démographique,69.2623,0,11.82517,13.13235,Bassin Résidentiel en croissance démographique,Pop Sédentaire,Faible Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,32
