CODGEO,Nb Pharmacies et parfumerie,Dynamique Entrepreneuriale,Dynamique Entrepreneuriale Service et Commerce,Synergie Médicale COMMUNE,Orientation Economique,Indice Fiscal Partiel,Score Fiscal,Indice Evasion Client,Score Evasion Client,Indice Synergie Médicale,Score Synergie Médicale,SEG Croissance POP,LIBGEO,REG,DEP,Nb Omnipraticiens BV,Nb Infirmiers Libéraux BV,Nb dentistes Libéraux BV,Nb pharmaciens Libéraux BV,Densité Médicale BV,Score équipement de santé BV,Indice Démographique,Score Démographique,Indice Ménages,Score Ménages,Population,Evolution Population,Evolution Pop %,Nb Ménages,Nb Résidences Principales,Nb propriétaire,Nb Logement,Nb Résidences Secondaires,Nb Log Vacants,Nb Occupants Résidence Principale,Nb Femme,Nb Homme,Nb Mineurs,Nb Majeurs,Nb Etudiants,Nb Entreprises Secteur Services,Nb Entreprises Secteur Commerce,Nb Entreprises Secteur Construction,Nb Entreprises Secteur Industrie,Nb Création Enteprises,Nb Création Industrielles,Nb Création Construction,Nb Création Commerces,Nb Création Services,Moyenne Revenus Fiscaux Départementaux,Moyenne Revenus Fiscaux Régionaux,Dep Moyenne Salaires Horaires,Dep Moyenne Salaires Cadre Horaires,Dep Moyenne Salaires Prof Intermédiaire Horaires,Dep Moyenne Salaires Employé Horaires,Dep Moyenne Salaires Ouvrié Horaires,Reg Moyenne Salaires Horaires,Reg Moyenne Salaires Cadre Horaires,Reg Moyenne Salaires Prof Intermédiaire Horaires,Reg Moyenne Salaires Employé Horaires,Reg Moyenne Salaires Ouvrié Horaires,Valeur ajoutée régionale,Urbanité Ruralité,Score Urbanité,Nb Atifs,Nb Actifs Salariés,Nb Actifs Non Salariés,Nb Logement Secondaire et Occasionnel,Nb Hotel,Capacité Hotel,Nb Camping,Capacité Camping,Dynamique Démographique BV,Taux étudiants,Taux Propriété,Dynamique Démographique INSEE,Capacité Fisc,Capacité Fiscale,Moyenne Revnus fiscaux,Taux Evasion Client,"Nb Education, santé, action sociale",Nb Services personnels et domestiques,"Nb Santé, action sociale",Nb Industries des biens intermédiaires,Nb de Commerce,Nb de Services aux particuliers,"Nb institution de Education, santé, action sociale, administration",PIB Régionnal,SEG Environnement Démographique Obsolète,Score Croissance Population,Score Croissance Entrepreneuriale,Score VA Région,Score PIB,Environnement Démographique,Fidélité,SYN MEDICAL,Seg Cap Fiscale,Seg Dyn Entre,DYN SetC,CP
84011,0,54,24,102,Bassin Urbain,90.28084,32.98475,0,0,102.50744,0.11879,en croissance démographique,Le Beaucet,93,84,12,12,6,6,1,1,21.45874,0.01656,22.30204,0.01332,352,11,3,148,148,97,176,25,3,352,334,356,419,271,11,13,6,5,4,3,0,2,1,0,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,122,86,36,25,0,0,0,0,Grande Ville,0,55,-1,91,91,9192.5,0,1,0,1,2892,7609,3241,14267,130177,Com rurale < 2 000 m habts en croissance démographique,72.54098,0.01412,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Sédentaire,Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,84
84012,0,168,123,127,Bassin Urbain,90.28084,32.98475,124.22775,0.05311,127.63181,0.15216,en croissance démographique,Beaumes-de-Venise,93,84,12,12,6,6,1,1,125.03374,0.09648,125.07223,0.07471,2051,36,1,830,830,435,1043,127,86,2015,2052,1944,2415,1581,117,48,48,30,23,18,2,5,6,5,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale > 2 000 habts,0,748,550,198,127,0,0,1,65,Grande Ville,0,41,-2,111,111,9192.5,1,9,3,10,2892,7609,3241,14267,130177,Com rurale > 2 000 habts en croissance démographique,71.72131,0.08472,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Bonne Dynamique Entreprise Serv et Com,84
84013,0,45,17,108,Bassin Urbain,90.28084,32.98475,0,0,108.53729,0.1268,en croissance démographique,Beaumettes,93,84,12,12,6,6,1,1,11.70477,0.00903,11.30171,0.00675,192,11,5,75,76,39,118,32,10,194,180,184,219,145,15,8,6,0,6,4,1,0,1,2,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,67,48,19,32,0,0,0,0,Grande Ville,0,33,-1,90,90,9192.5,0,1,3,1,2892,7609,3241,14267,130177,Com rurale < 2 000 m habts en croissance démographique,73.36066,0.01585,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Sédentaire,Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,84
84014,0,79,43,172,Bassin Résidentiel,90.28084,32.98475,0,0,172.85568,0.21222,en croissance démographique,Beaumont-de-Pertuis,93,84,63,67,29,29,0.146832048,4,56.93882,0.04394,57.26198,0.03421,934,31,3,380,379,223,535,98,58,927,884,938,1116,706,43,20,14,11,8,4,0,0,1,3,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,309,238,71,98,0,0,0,0,1.Accroissement par excédent naturel et migratoire,0,41,-3,97,97,9192.5,0,4,1,4,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,72.54098,0.01585,23.05911,25.04019,Bassin Résidentiel en croissance démographique,Pop Sédentaire,Forte Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,84
84015,0,50,23,121,Bassin Résidentiel,90.28084,32.98475,124.22775,0.05311,121.60196,0.14415,en croissance démographique,Beaumont-du-Ventoux,93,84,24,32,19,19,0.154207174,4,17.37426,0.01341,17.93204,0.01071,285,0,0,119,119,80,277,150,8,286,266,284,321,229,14,7,11,3,4,2,0,2,0,0,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,118,68,50,150,0,0,1,66,3.Accroissement par excédent migratoire,0,28,0,91,91,9192.5,1,0,0,0,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,71.31148,0.00346,23.05911,25.04019,Bassin Résidentiel en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,84
84016,0,306,247,175,Bassin Urbain,90.28084,32.98475,0,0,175.8706,0.21622,en croissance démographique,Bédarrides,93,84,12,12,6,6,1,1,311.09076,0.24005,297.76232,0.17787,5103,119,2,1976,1978,1217,2075,19,78,5026,5098,4806,5993,3911,318,99,93,56,51,44,4,9,12,19,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com > 200 m habts,87.5,2068,1799,269,19,0,0,0,0,Grande Ville,0,58,-12,152,152,9192.5,0,36,11,37,2892,7609,3241,14267,130177,Com > 200 m habts en croissance démographique,72.13115,0.18328,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Sédentaire,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Bonne Dynamique Entreprise Serv et Com,84
84017,0,202,205,160,Bassin Urbain,90.28084,32.98475,1366.50522,0.58417,160.79598,0.1962,en croissance démographique,Bédoin,93,84,12,12,6,6,1,1,159.17264,0.12282,162.44321,0.09704,2611,-62,-2,1078,1077,734,1723,582,64,2521,2640,2488,3059,2069,124,76,83,31,22,34,2,7,11,14,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale > 2 000 habts,0,855,619,236,582,3,44,5,776,Grande Ville,0,42,6,114,114,9192.5,11,18,10,19,2892,7609,3241,14267,130177,Com rurale > 2 000 habts en croissance démographique,70.4918,0.15706,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Bonne Dynamique Entreprise Serv et Com,84
84018,0,45,12,101,Bassin Urbain,90.28084,32.98475,124.22775,0.05311,101.50246,0.11745,en croissance démographique,Blauvac,93,84,12,12,6,6,1,1,20.5443,0.01585,19.13756,0.01143,337,-3,0,127,127,74,209,67,15,320,350,308,399,259,17,8,2,4,2,0,0,0,0,0,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,124,91,33,67,0,0,1,12,Grande Ville,0,35,0,91,91,9192.5,1,1,1,1,2892,7609,3241,14267,130177,Com rurale < 2 000 m habts en croissance démographique,71.31148,0,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Mobile,Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,84
84019,1,755,793,405,Bassin Résidentiel,90.28084,32.98475,1242.27747,0.53107,407.01482,0.5232,en croissance démographique,Bollène,93,84,30,45,16,16,0.124036205,4,859.99557,0.66359,794.88675,0.47484,14107,853,6,5275,5284,2771,5837,107,446,13945,13814,13596,17161,10249,997,271,341,119,130,70,5,16,26,23,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com < 50 m habts,37.5,4632,4095,537,107,9,264,2,176,2.Accroissement par excédent naturel,0,47,-103,232,232,9192.5,10,78,34,86,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,73.77049,0.3533,23.05911,25.04019,Bassin Résidentiel en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Bonne Dynamique Entreprise Serv et Com,84
84020,0,158,171,143,Bassin Résidentiel,90.28084,32.98475,496.91099,0.21243,143.71141,0.17351,en croissance démographique,Bonnieux,93,84,32,34,18,18,0.124036205,4,87.05421,0.06717,93.27676,0.05572,1428,-30,-2,619,616,372,985,324,45,1417,1450,1344,1645,1149,82,52,80,21,14,14,2,3,4,5,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,542,333,209,324,4,53,1,80,2.Accroissement par excédent naturel,0,37,3,104,104,9192.5,4,10,2,8,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,70.4918,0.05994,23.05911,25.04019,Bassin Résidentiel en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Bonne Dynamique Entreprise Serv et Com,84
84021,0,42,6,121,Bassin Résidentiel,90.28084,32.98475,0,0,121.60196,0.14415,en croissance démographique,Brantes,93,84,24,32,19,19,0.154207174,4,3.96255,0.00306,4.36999,0.00261,65,-7,-11,29,29,13,82,49,4,65,62,66,79,49,1,2,3,2,4,2,0,1,0,1,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,22,11,11,49,0,0,0,0,3.Accroissement par excédent migratoire,0,15,0,88,88,9192.5,0,0,0,0,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,66.80328,0.00346,23.05911,25.04019,Bassin Résidentiel en croissance démographique,Pop Sédentaire,Forte Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,84
84022,0,36,6,126,Bassin Résidentiel,90.28084,32.98475,0,0,126.62683,0.15082,en croissance démographique,Buisson,93,84,24,32,19,19,0.154207174,4,16.09405,0.01242,14.76756,0.00882,264,2,0,98,98,68,162,48,16,264,250,260,322,188,9,4,1,2,0,4,0,1,1,2,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,107,72,35,48,0,0,0,0,3.Accroissement par excédent migratoire,0,41,0,91,91,9192.5,0,0,1,0,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,71.31148,0.01585,23.05911,25.04019,Bassin Résidentiel en croissance démographique,Pop Sédentaire,Forte Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,84
84023,0,37,10,123,Bassin Résidentiel,90.28084,32.98475,0,0,123.61191,0.14682,en croissance démographique,Buoux,93,84,32,34,18,18,0.124036205,4,6.82778,0.00527,7.23309,0.00432,112,7,6,48,48,28,76,22,6,112,106,114,129,91,7,3,5,1,1,0,0,0,0,0,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,52,35,17,22,1,29,0,0,2.Accroissement par excédent naturel,0,36,0,89,89,9192.5,0,0,0,0,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,73.77049,0,23.05911,25.04019,Bassin Résidentiel en croissance démographique,Pop Sédentaire,Forte Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,84
84024,0,69,33,151,Bassin Résidentiel,90.28084,32.98475,248.45549,0.10621,151.75121,0.18419,en croissance démographique,Cabrières-d'Aigues,93,84,46,65,24,24,0.146161582,4,39.62551,0.03058,38.72718,0.02313,650,19,3,257,260,175,319,49,10,650,622,634,762,494,33,14,12,10,5,8,0,2,0,6,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,273,197,76,49,0,0,1,178,1.Accroissement par excédent naturel et migratoire,0,54,-2,96,96,9192.5,2,4,0,3,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,72.54098,0.01383,23.05911,25.04019,Bassin Résidentiel en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,84
84025,0,164,172,137,Bassin Urbain,90.28084,32.98475,0,0,137.68156,0.1655,en croissance démographique,Cabrières-d'Avignon,93,84,12,12,6,6,1,1,87.05421,0.06717,86.79711,0.05185,1428,10,0,576,574,366,754,116,64,1422,1404,1374,1661,1117,78,60,73,15,26,16,2,2,3,9,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,561,425,136,116,1,13,0,0,Grande Ville,0,48,0,105,105,9192.5,0,11,13,9,2892,7609,3241,14267,130177,Com rurale < 2 000 m habts en croissance démographique,71.31148,0.05447,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Sédentaire,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Bonne Dynamique Entreprise Serv et Com,84
84026,1,306,285,243,Bassin Résidentiel,90.28084,32.98475,372.68324,0.15932,244.20889,0.30698,en croissance démographique,Cadenet,93,84,13,18,8,8,0.166610795,4,236.41191,0.18242,230.55483,0.13772,3878,-1,0,1530,1533,907,1864,203,128,3780,3890,3670,4655,2905,280,136,87,53,44,31,4,7,3,17,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com < 10 m habts,12.5,1315,1044,271,203,1,18,1,232,3.Accroissement par excédent migratoire,0,48,0,129,129,9192.5,3,41,11,43,2892,7609,3241,14267,130177,Zone rurale en croissance démographique,71.31148,0.0804,23.05911,25.04019,Bassin Résidentiel en croissance démographique,Pop Mobile,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Bonne Dynamique Entreprise Serv et Com,84
84027,0,184,110,132,Bassin Urbain,90.28084,32.98475,0,0,132.65668,0.15883,en croissance démographique,Caderousse,93,84,12,12,6,6,1,1,152.2839,0.11751,140.89462,0.08417,2498,16,0,935,933,627,1025,15,77,2433,2416,2454,2988,1882,162,48,38,39,26,15,1,6,5,3,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale > 2 000 habts,0,977,785,192,15,0,0,0,0,Grande Ville,0,61,0,118,118,9192.5,0,14,6,14,2892,7609,3241,14267,130177,Com rurale > 2 000 habts en croissance démographique,71.31148,0.0706,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Sédentaire,Forte Synergie Médicale,Fiscalité moyenne,Dynamique Economique,Dynamique Serv et Com,84
84028,0,77,42,102,Bassin Urbain,90.28084,32.98475,0,0,102.50744,0.11879,en croissance démographique,Cairanne,93,84,12,12,6,6,1,1,51.87894,0.04003,47.91924,0.02863,851,29,3,318,319,222,420,76,25,833,790,874,999,665,56,14,19,10,8,5,1,1,0,3,9123,9262,11.082,21.172,12.58,8.528,9.054,11.81486486,21.83513514,12.77331081,8.660472973,9.207094595,62711.26377,Com rurale < 2 000 m habts,0,351,230,121,76,1,9,0,0,Grande Ville,0,52,-3,99,99,9192.5,0,3,1,3,2892,7609,3241,14267,130177,Com rurale < 2 000 m habts en croissance démographique,72.54098,0.00865,23.05911,25.04019,Bassin Urbain en croissance démographique,Pop Sédentaire,Synergie Médicale,Fiscalité moyenne,Faible dynamique,Faible Dynamique Serv et Com,84
